id,state,title,topic,status,text_status,text,route,milepost,county,source_agency,source_url,lat,lon
MT-161,MT,Brave New World,History,good,pending,,,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,46.874917,-113.88543
MT-162,MT,Atlantic Cable Quartz Node,History,good,pending,,,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,46.170239,-113.171344
MT-163,MT,Old Fort Gilbert,History,,pending,,,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,47.787187,-104.111028
MT-164,MT,Yellowstone River Trading Posts,History,,pending,,,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,46.217942,-107.250054
MT-165,MT,The Little Belt Mountains,Geology / natural history,good,pending,,,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,46.933173,-110.735602
MT-166,MT,Finding the Falls,Lewis & Clark,good,pending,,,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,47.532166,-111.206378
MT-167,MT,Fort Peck Indian Reservation,Native American,fair,pending,,,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,48.113025,-105.192251
MT-168,MT,The Natural Pier Bridge,History,fair,pending,,,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,47.014491,-114.506707
MT-169,MT,The 1959 Earthquake,History,,pending,,,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,44.662625,-111.100897
MT-170,MT,Trail Through Time,Lewis & Clark,poor,pending,,,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,45.712088,-111.063896
MT-171,MT,The Queen of the Judith Basin,History,good,pending,,,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,47.199276,-109.39919
MT-173,MT,Ingomar,History,,pending,,,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,46.583118,-107.375738
MT-175,MT,First People in the Gallatin Valley,Lewis & Clark,fair,pending,,,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,45.712063,-111.0641
MT-177,MT,Yogo Sapphires,History,,pending,,,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,47.014725,-109.872625
MT-178,MT,Lewis & Clark,Lewis & Clark,fair,pending,,,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,45.712107,-111.064297
MT-180,MT,The Montana - Utah Road,History,good,pending,,,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,44.852166,-112.796674
MT-181,MT,The Crazy Mountains,History,good,pending,,,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,46.446225,-109.938628
MT-182,MT,The Pryor Mountains,History,fair,official,"The Pryor Mountains are located on the horizon to the southeast. The prominent cliffs and dip slopes are Madison Limestone, which was deposited in shallow seas over 300 million years ago. Along the margins of the mountains, younger tan colored Tensleep sandstone and brick-red Chugwater Formation crop out. Canyons in the range expose older rocks, including Precambrian basement rock more than two billion years old. Crustal blocks that form the Pryor Mountains were uplifted along reverse faults about 65-55 million years ago. Over millions of years, water dissolved deep caves in the limestone. Some open vertically to the surface, allowing cold dense air to sink down into the cave. The rock acts as an insulator, trapping the dense air and moisture underground, resulting in spectacular ice caves, such as Big Ice Cave. Other caves in the mountains have fantastic formations of stalagmites and stalactites. About 115 million years ago, a 10-foot long dinosaur with razor-sharp claws and teeth and retractable slashing talons on its hind feet hunted in packs in this area. Lightly-built, agile and quick, this intelligent carnivore could run at speeds up to 25 miles per hour and was the perfect killing machine of its time. In 1964, on a wind-swept hill in the badlands near here, Yale professor John Ostrom discovered the fossil remains of just such a creature. Called Deinonychus (""Terrible Claw""), the discovery of this animal revolutionized the study of paleontology and changed our understanding of dinosaurs. Because of its unique skeletal structure, Deinonychus had more in common with birds than it did reptiles. The great amount of energy needed for it to survive has also led some to believe that it was warmblooded rather than cold-blooded like its reptilian cousins. Because of Deinonychus, paleontologists now consider dinosaurs to have been agile, smart, and social animals rather than slow-moving and dull-witted. Fortunately for us, Deinonychus died out millions of years ago and no longer scours these hills for prey.",,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,45.337994,-108.916222
MT-183,MT,The Tendoy Mountains,Geology / natural history,,pending,,,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,44.631107,-112.588847
MT-184,MT,The Anaconda Pintler and Flint Creek Mountains,Geology / natural history,fair,official,"The mountains surrounding this valley began to form more than 100 million years ago when tectonic forces compressed the earth’s crust and forced layers of underlying sedimentary rock eastward along great thrust faults. The faults stacked flat slices of rocks on top of one another to form high mountains similar to the Andes or Himalayas today. Molten rock was injected beneath the surface and cooled to form large masses of granite, called the Boulder Batholith, that are now exposed on the east side of the Deer Lodge Valley. Then, about 50 million years ago, the earth’s crust in this region began to be pulled apart. The crustal rocks were broken and the Anaconda-Pintler and Flint Creek Mountains to your west were separated from the Deer Lodge Valley by a gently east-sloping normal fault called the Anaconda detachment fault that forms the gently sloping mountain front on the west side of this valley. Rocks that form the mountains are hard, resistant metamorphic and igneous rocks brought up from deep in the earth’s crust. The sedimentary rocks that formerly lay on top of those in the mountains slid eastward and downward along the detachment fault, and now lie buried beneath the Deer Lodge Valley. As the valley dropped and the mountains rose, the valley filled with thousands of feet of younger material derived from the eroding mountains. Although the Anaconda detachment fault is no longer active, other similar, but steeper, normal faults are, and so the mountains may still be growing.",,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,46.092379,-112.807785
MT-185,MT,The Place Where the White Horse Went Down,Native American,fair,pending,,,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,45.802756,-108.480787
MT-186,MT,A Lost World,Geology / natural history,fair,official,"(west-bound) View/Download a PDF of the Road Sign Imagine a world very different than we know today. About 1.5 billion years ago during the Precambrian Era, the earth's environment was desolate, with no trees, fish, animals or birds. Shallow seas with extensive near-shore flats were fed by streams that deposited great amounts of sand and mud. Rain frequently fell and pooled in vast shallow lakes and ponds in what would one day become northwest Montana. Despite the hostile environment, blue-green algae mats often trapped fine particles of calcium carbonate to form structures called stromatolites, that grew in shallow nearshore environments. The surface of the rocks often display mud cracks, ripple marks, and, sometimes, the spatter marks of primeval raindrops. The earth's crust slowly sank for about 100 million years forming a large geologic basin in which Belt Supergroup sediments accumulated as much as 10 miles thick! The rocks are common in northern and central Idaho and western Montana, and extend east to the Little Belt Mountains in central Montana. The sedimentary rocks along Interstate 90 between Lookout Pass and Alberton are almost entirely rocks of the Belt Supergroup. These rocks are distinguished by brown, gray, red, green, purple, and yellow colors and locally form dramatic cliffs where resistant, well-cemented sandstones are exposed in the canyon. Interstate 90 from near Lookout Pass through Missoula is located along the Lewis and Clark Fault Zone, a series of faults that stretch between northwest Washington State and the Helena area. The faults had significant movement about 70 million years ago when the Rocky Mountains were uplifting and were active until at least 25 million years ago. Interstate 90 and US Highway 10 in western Montana follow the trend of the faults along straight canyons that eroded along the fault zone.",,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,47.419386,-115.628847
MT-187,MT,The Bozeman Trail,History,excellent,pending,,,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,45.455363,-109.448742
MT-188,MT,Canyon Ferry,History,excellent,pending,,,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,46.356482,-111.545045
MT-189,MT,Howse House,History,,pending,,,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,48.167483,-114.29073
MT-190,MT,"Mountains, Belt Butte, and Great Falls Coal Field",Geology / natural history,excellent,official,"The scenic Highwood Mountains, visible on the skyline to the northeast, are composed of resistant volcanic rocks which tower above the relatively soft surrounding sedimentary rocks. The mountains contain an unusual abundance of a dark igneous rock called shonkinite. Shonkinite occurs in other parts of the world, but it was named for the exposures found near the community of Shonkin on the north side of the Highwood Mountains. As you drive to the northwest, look for a prominent hill known as Belt Butte northeast of the highway. You can recognize it by its ""belt"" of Cretaceous sandstone. Belt Butte is notable because it gave its name to Belt Creek, the town of Belt, and to the Big and Little Belt mountains to the south. The Belt Supergroup, an extremely thick and extensive package of western Montana sedimentary and metamorphosed sedimentary rock, hundreds of millions of years old, is found in many mountain ranges of western Montana. The Supergroup was named for the Big and Little Belt mountains thanks to the ""belt"" of sandstone around Belt Butte! The Little Belt Mountains, visible to the south, were bowed up by multiple blister-like pockets of magma, molten rock that arched up the overlying sedimentary layers to form domes. The domes and mountains are cored by igneous rock formed about the same time as the Highwood Mountains, about 50 million years ago. The Great Falls coal field extends through the Armington area. The coal is discontinuous, having developed from plant material that accumulated in a number of Early Cretaceous swamps. Compaction of the remains of swamp plants over millions of years produced the medium-grade bituminous coal in the area. Coal mined in this area powered the locomotives of the Great Northern Railway, fueled the smelter at Great Falls, and heated homes throughout central Montana. Coal mining in the area declined after 1950, when the coal of the Great Falls field could not compete with diesel, oil, and natural gas.",,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,47.34986,-110.895948
MT-191,MT,A Perfect Defile,Geology / natural history,poor,official,"(south-bound) View/Download a PDF of the Road Sign Here nestled deep in the Big Belt Mountains, is one of the most spectacular canyons in Montana. More than a billion years ago, during the Precambrian Era, an ancient inland seaway deposited these shales and sands, which over time, became these vibrant red and green mudstones called ""Spokane Shale"" for the Spokane Hills east of Helena. The Big Belts themselves consist primarily of Spokane Shale. They contrast with the magnificent white cliffs of Madison Limestone exposed in the nearby Gates of the Mountains and the drab gravels of Confederate Gulch to the southeast. The greenish colors in the mudstones are provided by tiny amounts of iron minerals that formed on mudflats that were low in oxygen; the intervening pinkish layers oxidized in contact with slightly greater amounts of oxygen. Like most sedimentary rocks, there were originally laid down as horizontal layers. About 70 million years ago these rocks were crumpled, folded, and faulted during formation of the Rocky Mountains. As the floor of the Pacific Ocean slowly collided with the western margin of North America the horizontal layers became bent, broken, and tilted as you see them now. The most pronounced crumpling is here in the ""overthrust belt"" near the eastern edge of the Rockies. The Precambrian sedimentary rocks thin eastward in this area where they overlie the hard granite-like ""basement"" rocks of the central part of the continent. A Brief History: Although this multi-hued and rugged canyon was well-known to Native Americans for thousands of years, it was first recorded by road-builder John Mullan in 1859. He called this rocky canyon ""a perfect defile"" and ""by far the most difficult of any point along the [road], from Hell's Gate to Fort Benton."" In 1865, the Territorial Legislature granted a license to the Little Prickly Pear Wagon Road Company to build a toll road through the canyon. A year later, in 1866, Helena merchants James King and Warren Gillette bought the road and spent $40,000 upgrading it. By then traffic on it between Fort Benton and Helena had become so heavy, that the men were able to recoup their expenditure within two years. By the early 1870s, it was part of the Benton Road, an important freight and passenger route in the territory. Thereafter, other roads and a railroad were constructed through the Prickly Pear Canyon, culminating in the completion of Interstate 15 in 1967. Montana's first Interstate rest area, here at Lyons' Creek, was built in 1965.",,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,46.954424,-112.107494
MT-193,MT,Bannack,History,good,pending,,,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,45.125644,-112.747213
MT-194,MT,Earthquakes!,Geology / natural history,,official,"Few natural events cause as much fear in people as earthquakes. They remind us that the Earth is always changing and renewing itself and that this sometimes occurs violently and without warning. Earthquakes happen when stored energy is suddenly released by movement along a fault. A fault is a fracture that allows blocks of rocks to slide past each other. Tectonic forces gradually apply stress to the fault but friction along the fault keep the two sides locked in place. Eventually, the stress builds to the point where frictional forces locking the fault are exceeded and opposite sides of the fault suddenly slip past each other, releasing the stored energy. Some of this released energy radiates away from the fault surface as seismic waves, which we feel as an earthquake. The earthquakes in southwestern Montana are part of Intermountain Seismic Belt, a zone of frequent earthquake activity that extends about 800 miles from northwest Montana southward through Yellowstone National Park, through the Salt Lake City area, and all the way to southwestern Utah. A branch of the Intermountain Seismic Belt extends from Yellowstone about 300 miles west to the Idaho-Oregon border. The Intermountain Seismic Belt results from gradual stretching of the North American tectonic plate as it interacts with the Pacific tectonic plate. On August 17, 1959, a magnitude 7.3 earthquake struck Hebgen Lake about 12 miles northeast of here. The earthquake ruptured two faults, the Hebgen Lake fault and the Red Canyon fault, and caused parts of the Hebgen Lake basin to subside as much as 22 feet. The sudden tilting of Hebgen Lake caused a large wave—a seiche—to wash back and forth across the lake overtopping Hebgen Dam and sweeping shoreline cabins off their foundations. It also shook loose a mountainside—the 37 million cubic yard Madison Canyon landslide—that dammed the Madison River to form Earthquake Lake. The landslide buried part of a campground, killing 26 people.",,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,44.82794,-111.467664
MT-195,MT,The Frenchwoman's Road,History,excellent,pending,,,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,46.561911,-112.307607
MT-196,MT,Wood Mountain Trail,History,good,pending,,,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,48.736331,-105.420812
MT-197,MT,Journey Not Easily Forgotten,Lewis & Clark,fair,pending,,,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,47.53213,-111.206329
MT-198,MT,"The Bitterroot Valley, Home of the Selis",Native American,excellent,pending,,,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,46.741951,-114.081239
MT-199,MT,The Oily Boid Gets the Woim,History,,pending,,,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,48.489348,-111.817776
MT-200,MT,Historic Rainbow Hydroelectric Development,Lewis & Clark,good,pending,,,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,47.531188,-111.20377
MT-201,MT,Indian Country,History,excellent,pending,,,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,47.312644,-106.909372
MT-202,MT,Camp Disappointment,History,poor,pending,,,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,48.659566,-112.759104
MT-203,MT,A Wonderful Piece of Engineering: the Mullan Road,History,,pending,,,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,47.419774,-115.625439
MT-204,MT,Old Agency on the Teton,History,good,pending,,,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,47.853346,-112.232546
MT-205,MT,The Powder River Country,History,,pending,,,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,45.421965,-105.397344
MT-206,MT,Mountains on the Move,Geology / natural history,fair,official,"The spectacular Bitterroot Mountains northwest of Sula expose granite rocks of the Idaho batholith, a major geologic feature that consists of a series of igneous intrusions that pushed their way toward the surface between about 80 and 53 million years ago. The molten magma that formed these intrusions forced its way into older rocks and crystallized more than ten miles below the surface. As the magma rose upward, it raised up the overlying rocks, which sloughed off an enormous block that slid to the east, forming the Sapphire Range on the east side of the Bitterroot Valley. It took about seven million years for this block to slowly slide along a surface that forms the eastern slope of much of the Bitterroot Range. The granite rock exposed along US Highway 93 in the Sula area are part of this block that was once in the present Bitterroot Range. About 50 million years ago, magma again rose up through the crust of the earth resulting in the eruption of large volumes of volcanic rock in the southern Bitterroot Range southwest of Sula. Glaciers capped much of the Bitterroot Range and carved dramatic U-shaped profiles into side drainages that flow eastward into the Bitterroot Valley. The last glaciation ended about 15,000 years ago. Multiple times during the glacial ages, a glacier dammed the Clark Fork River near the Idaho/Montana border forming Glacial Lake Missoula. The highest lake stand reached an altitude of 4,200 feet above sea level, forming a lakeshore only a few miles downstream of Sula.",,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,45.836253,-113.979598
MT-207,MT,The Montana Central Railroad,History,good,pending,,,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,46.953396,-112.108103
MT-208,MT,Belt Commercial Historic District,History,good,pending,,,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,47.387642,-110.927504
MT-209,MT,The Great Clearing,Lewis & Clark,good,pending,,,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,45.836271,-113.979321
MT-210,MT,The New World Mining District,History,excellent,pending,,,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,45.018179,-109.942988
MT-211,MT,Welcome to Dinosaur Country,Geology / natural history,,official,"Montana is famous for its dinosaur fossils. Paleontologists have discovered seventy-five different species of dinosaurs in Montana, more than any other state in America. The oldest dinosaur fossils are found in rocks of the Jurassic Period, which are 155 million years old. They include the gigantic Diplodocus, the plated Stegosaurus, and the fearsome Allosaurus. Most Montana dinosaurs come from Cretaceous Period rocks, including the ""raptor"" Deinonychus, made notorious by the 1993 motion picture Jurassic Park, and the burrowing dinosaur Oryctodromeus. About 80-75 million years ago, nesting dinosaurs like Maiasaura and Troodon lived in the coastal plains next to the inland sea. Many millions of years later, Tyrannosaurus rex, vast herds of horned Triceratops, and the armored Ankylosaurus all lived in Montana. During the millions of years the dinosaurs ruled this region, the climate and geography were very different from today. Inland bays of the Pacific Ocean during Jurassic times and the Atlantic Ocean during the Cretaceous period provided Montana with a hot and humid subtropical climate. A Brief History: Montana's big sky drew tourists even during the darkest days of the Great Depression in the 1930s. Thousands of people came to Montana to enjoy its wide open spaces and experience its Old West heritage. Good roads and cheap gasoline helped make it possible. The Montana Department of Transportation distributed colorful highway maps and brochures at ports-of-entry stations and information centers. Beginning in 1935, the MDT installed interpretive markers at roadside picnic areas to tell readers about Montana's exciting history. The signs told stories reminiscent of a cowboy spinning a yarn to a greenhorn. Over 250 roadside signs still introduce visitors and residents to Montana's history and geology.",,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,46.990303,-104.179198
MT-212,MT,Freighters,History,good,pending,,,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,46.406554,-112.013237
MT-213,MT,Appreciation,OTHER,good,pending,,,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,45.1257,-112.74717
MT-214,MT,A Wonderful Piece of Engineering: the Big Side Cut,History,excellent,pending,,,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,47.020804,-114.519965
MT-215,MT,The Powder River and the Red Trail,History,good,pending,,,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,46.426465,-105.31215
MT-217,MT,The Pryor Mountains and Raptor Country,Geology / natural history,good,official,"The Pryor Mountains are located on the horizon to the southeast. The prominent cliffs and dip slopes are Madison Limestone, which was deposited in shallow seas over 300 million years ago. Along the margins of the mountains, younger tan colored Tensleep sandstone and brick-red Chugwater Formation crop out. Canyons in the range expose older rocks, including Precambrian basement rock more than two billion years old. Crustal blocks that form the Pryor Mountains were uplifted along reverse faults about 65-55 million years ago. Over millions of years, water dissolved deep caves in the limestone. Some open vertically to the surface, allowing cold dense air to sink down into the cave. The rock acts as an insulator, trapping the dense air and moisture underground, resulting in spectacular ice caves, such as Big Ice Cave. Other caves in the mountains have fantastic formations of stalagmites and stalactites. About 115 million years ago, a 10-foot long dinosaur with razor-sharp claws and teeth and retractable slashing talons on its hind feet hunted in packs in this area. Lightly-built, agile and quick, this intelligent carnivore could run at speeds up to 25 miles per hour and was the perfect killing machine of its time. In 1964, on a wind-swept hill in the badlands near here, Yale professor John Ostrom discovered the fossil remains of just such a creature. Called Deinonychus (""Terrible Claw""), the discovery of this animal revolutionized the study of paleontology and changed our understanding of dinosaurs. Because of its unique skeletal structure, Deinonychus had more in common with birds than it did reptiles. The great amount of energy needed for it to survive has also led some to believe that it was warmblooded rather than cold-blooded like its reptilian cousins. Because of Deinonychus, paleontologists now consider dinosaurs to have been agile, smart, and social animals rather than slow-moving and dull-witted. Fortunately for us, Deinonychus died out millions of years ago and no longer scours these hills for prey.",,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,45.337896,-108.916261
MT-218,MT,The Judith Landing,History,good,pending,,,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,47.725989,-109.634739
MT-219,MT,Madison Limestone and the Garnet Mountains,Geology / natural history,fair,official,"(east-bound) I-90 Frontage Road (old US 10), MP 10, ten miles west of Drummond GPS Latitude: 46.7204 Longitude: -113.3163 View/Download a PDF of the Road Sign About 350 million years ago, much of Montana was submerged under a shallow sea. Billions of tiny marine creatures thrived in the water and when they died their bodies settled into the muck on the sea bed. After hundreds of millions of years of accumulation and many more millions of years it metamorphosed into the pale gray rocks that are known today as Madison Limestone. The limestone is common throughout Montana, eastern Idaho, northern Wyoming, and in the Dakotas. In Montana, the limestone beds are from 1,000 to 2,000 feet thick in places. Because Madison Limestone resists weathering and erosion much better than most other kinds of rocks, it forms many of the spectacular cliffs and dramatic ridges that make Montana such a scenic place to drive through. A magnificent outcrop of Madison Limestone is visible on the north side of Interstate 90 just a few miles east of this rest area. The limestone pinnacles were exposed when the soil around them eroded away, creating the dramatic canyon along the Clark Fork River. The red streaks visible on the rocks and soil is iron oxide. About 75 million years ago molten rock intruded the area near the crest of the Garnet Range, seven miles north of this rest area. Northwest-trending faults and rock layers channeled mineral-rich fluids from the intrusion into Cambrian and Precambrian rocks to form three principal gold veins and numerous smaller, gold-bearing zones. Prospectors discovered gold placers at the mouth of Bear Gulch, about a mile northeast of the rest area in 1865; discoveries in other drainages of the Garnet Range soon followed. Although goldbearing veins were discovered by 1866, the technology was not readily available to work them. By 1896, however, numerous underground mines were producing gold, silver, and copper. In 1898, more than 1,000 people lived in the town of Garnet to support the miners living in the surrounding area.",,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,46.703456,-113.338087
MT-220,MT,Dupuyer,History,excellent,pending,,,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,48.198437,-112.506736
MT-221,MT,Bearmouth,History,,pending,,,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,46.703704,-113.338224
MT-222,MT,Rosebud,History,,pending,,,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,46.26909,-106.305964
MT-223,MT,The Red-Capped Hills of Eastern Montana,Geology / natural history,,official,"Striking red rock caps many of the hills of eastern Montana. Some of the rock looks volcanic, so it has incorrectly been called scoria. Lewis and Clark attributed the red rock to burning coal beds and called the red areas ""burnt hills."" Geologists call the rock clinker. It occurs within the Fort Union Formation which contains coal beds sandwiched between soft sedimentary rock. Clinker develops when coal burns from the surface into a hill, where it cooks, fuses, and melts the adjacent rock, forming new, completely different types of rocks. Sandstone is baked to a brick-like rock. Shale may be fused like a ceramic in a kiln. Other rock may melt to look like hardened lava. The heat from burning coal rises, so most of the clinker develops above the burning coal bed. Some clinker beds are 100 feet thick. Clinker beds are porous allowing water to infiltrate into them rather than run off. The infiltration recharges the groundwater and protects the underlying rock from erosion, producing hills with red clinker caps. Before a coal bed can ignite and burn it must be dry and exposed to air. Streams and flash floods erode the hills in eastern Montana. In the process, coal beds are left above the water table where water can drain out of them and the coal is exposed to oxygen. Lightning, spontaneous combustion, chemical reactions, and range fires ignite the coal. Burning trees rooted in coal beds can also start the fires. Scientists have determined that coal has been burning in eastern Montana for at least four million years, but each burning coal bed eventually extinguishes naturally. As the fire burns into the hill, the overlying rock breaks up and collapses, this allows air deeper into the hill and keeps the coal burning underground. Eventually, too much overlying rock collapses to allow air to enter, and the fire goes out.",,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,46.898654,-105.019459
MT-225,MT,The Mullan Road,History,,pending,,,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,46.703491,-113.338267
MT-227,MT,Fort Peck Dam and Lake,History,excellent,pending,,,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,47.325188,-106.17132
MT-229,MT,The Thomas Party,History,excellent,pending,,,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,45.735141,-109.714393
MT-230,MT,Fort Maginnis,History,good,pending,,,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,47.062345,-109.114369
MT-231,MT,The Missouri River Canyon and Old Us Highway 91,History,excellent,pending,,,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,47.159984,-111.819505
MT-232,MT,Fort Fizzle,History,fair,pending,,,,,Montana Department of Transportation,https://gis.mtmdt.us/server/rest/services/MDTGIS/Historical_Highway_Marker/MapServer/0,46.746308,-114.172533
